Index,LENGUA_Y,LENGUA_Y2,AUTOR_APELLIDO,AUTOR_NOMBRE,AUTORES2,SEXO,AÑO,MS,TITULO,DATOS_B,IDIOMA,PAIS,ACCESO,N1,N2,BASE
547,n,,Hinton,Leanne,,M,1986,,Havasupai music,"The New Grove Dictionary of Music in the United States. New York: Grove's Dictionariesof Music, Inc.",Inglés,USA,No,n,n,Langdon
548,n,,Hinton,Leanne,,M,1986,,Diegueño music,"The New Grove Dictionary of Music in the United States. New York: Grove's Dictionariesof Music, Inc.",Inglés,USA,No,n,n,Langdon
549,n,,Langdon,Margaret,,M,1986,,"Review of Bibliography of the languages of Native California including closely related languages of adjacent areas, by W. Bright",International Journal of American Linguistics 52.85-87.,Inglés,USA,Si,n,n,Langdon
550,n,,Shipek,Florence,,M,1986,,Myth and reality: the antiquity of the Kumeyaay,n,Inglés,USA,No,n,n,Langdon
551,n,,Shipek,Florence,,M,1987,,Pushed Into the Rocks-Southern California Indian land tenure 1769-1986,n,Inglés,USA,No,n,n,Langdon
552,n,,Hinton,Leanne,,M,1989,,Coyote talk,News from Native California 4.1.29-30,Inglés,USA,No,n,n,Langdon
553,n,,Hinton,Leanne,,M,1990,,Song metrics,News from Native California 4.1.29-30,Inglés,USA,No,n,n,Langdon
554,n,,Shipek,Florence,,M,1991,,"Delfina Cuero: her autobiography, an account of her last years, and her ethnobotanic contributions","Ballena Press Anthropological Papers 37. Ballena Press: Menlo Park, CA.",Inglés,USA,No,n,n,Langdon
555,n,,Hinton,Leanne,,M,1992,,Yuman linguistics: the work of Margaret Langdon,"Papers from the 1992 Hokan-Penutian LanguagesConference and the J.P. Harrington Conference at UCSB & Museum of Natural History, Santa Barbara. ed. byJames E. Redden 1-16 (Occasional Papers on Linguistics 17). Department of Linguistics, Southern IllinoisUniversity at Carbondale.",Inglés,USA,No,n,n,Langdon
556,n,,Mithun,Marianne,,M,1992,ms,Yuman,To appear in The Native Languages of North America. Cambridge University Press.,Inglés,USA,No,n,n,Langdon
557,n,,Hinton,Leanne,,M,1993,,Coyote baptizes the chickens,News from Native California 7.2.6.,Inglés,USA,No,n,n,Langdon
558,n,,Hinton,Leanne,,M,1993,,In our own words,News from Native California 7.4.4-9,Inglés,USA,No,n,n,Langdon
559,n,,Hinton,Leanne,Yolanda Montijo,M,1993,,In Our Own Words: How much is really left of California's native languages?,News from Native California7.4.4-9.,Inglés,USA,No,n,n,Langdon
560,n,,Hinton,Leanne,,M,1994,,Word play,News from Native California 8.1.14-16.,Inglés,USA,No,n,n,Langdon
561,n,,Hinton,Leanne,,M,1994,,"Review of Cocopa Dictionary, by James M. Crawford.",International Journal of American Linguistics 69.311-312.,Inglés,USA,Si,n,n,Langdon
562,n,,Hinton,Leanne,,M,1994,,All Our Relations,News From Native California 8.2.37-40,Inglés,USA,No,n,n,Langdon
563,n,,Hinton,Leanne,,M,1994,,Women in Southwestern linguistic studies.,"Hidden Scholars: Women anthropologists and the NativeAmerican Southwest, ed. by Nancy Parezo. University of New Mexico Press.",Inglés,USA,No,n,n,Langdon
564,n,,Langdon,Margaret,,M,1994,,Kroeber and Harrington on Mesa Grande Diegueiio (lipay).,n,Inglés,USA,No,n,n,Langdon
565,n,,Hinton,Leanne,,M,1996,,"Halpern, Abe (biography).","Lexicon Grammaticorum, ed. by Harro Stammerjohann. Niemeyer press.",Inglés,USA,No,n,n,Langdon
566,n,,Leyva González,Ana Daniela,,M,2012,ms,Lenguas yumanas en terapia intensiva,"Paper presented at the XIII Encuentro Binacional: Balances y Perspectivas, Mexico City.",Español,México,No,n,n,bajacalifology
567,n,,Caccavari Garza,Eva,,M,2014,,Lenguas yumanas: crisis de la diversidad lingüística en Baja California,"Revista Digital Universitaria, 15 (2014), núm. 2. Sociolingüística. Lenguas Amerindias: Yumanas; Ku'ahl; Cucapá; Kumiai (K'miai) y Lenguas Mexicanas: Kiliwa; Paipai.",Español,México,Si,n,n,lingmex
568,n,,Sánchez Fernández,Manuel Alejandro,Luis Miguel Rojas-Berscia,H,2016,,"Vitalidad lingüística de la lengua paipai de Santa Catarina, Baja California",LIAMES Línguas Indígenas Americanas 16(1):157-183,Español,México,Si,n,n,propio
569,n,,Acosta Fuentes,Raquel,,M,2020,,Tensiones y toma de decisiones. Experiencias durante la creación de un libro sobre relatos yumanos,"Cuicuilco. Revista de Ciencias Antropológicas, 27 (2020), núm. 78, 211-236. Sociolingüística. Lenguas Amerindias: Yumanas; Kumiai (K'miai).",Español,México,Si,n,n,lingmex
570,n,,Whiting,Alfred,,H,nd,ms,Notes on Havasupai material culture,n,Inglés,USA,No,n,n,Langdon
571,Havasupai,,Hinton,Leanne,,M,1973,,The old lady's song: a poetic analysis,Linguistic Notes From La Jolla 5.19-35,Inglés,USA,No,pragmática,documentacion,Langdon
572,Yuma,,Morgan,Jim,,H,1975,ms,Embedded discourse in Kwitsaan,n,Inglés,USA,No,pragmática,n,Langdon
573,Yumanas,,Hessini,Marguerite,,M,1979,,Simple and reflexive imperative constructions in Yuman,"Papers of the 1978 Mid-America Linguistics Conference at the Unviersity of Oklahoma, ed. By Cooley, R. E. M. R. Barnes and J. A. Dunn 112-121",Inglés,USA,No,pragmática,sintaxis,Langdon
574,Hualapai,,Watahomigie,Lucille J.,Akira Yamamoto,M,1986,,Interrogative sentences,"Papers from the 1983, 1984, and 1985 Hokan-Penutian Languages conferences, ed. by James E. Redden 75-89. (Occasional Papers on Linguistics 13). Carbondale: Southern Illinois University.",Inglés,USA,Si,pragmática,n,Langdon
575,Hualapai,,Hessini,Marguerite,,M,nd,ms,Hualapai discourse routines,n,Inglés,USA,No,pragmática,pragmática discursiva,Langdon
576,Hualapai,,Watahomigie,Lucille J.,Akira Yamamoto,M,nd,ms,Discourse routines in Hualapai stories.,n,Inglés,USA,No,pragmática,n,Langdon
577,Yuma,,King,Phyllis,,H,1975,ms,Switch reference in Kwtsaan,n,Inglés,USA,No,pragmática discursiva,sintaxis,Langdon
578,Yumanas,,Winter,Werner,,H,1976,,Switch reference in Yuman languages,n,Inglés,USA,Si,pragmática discursiva,sintaxis,Langdon
579,Diegueño,"cocopa, kiliwa",Langdon,Margaret,,M,1977,ms,"Restructuring of the switch-reference markers in Diegueño, Cocopa, and Kiliwa.",n,Inglés,USA,No,pragmática discursiva,sintaxis,Langdon
580,Tolkpaya,,Yamada,Jeni E.,,M,1980,,Foregrounding constructions in Tolkapaya,"Proceedings of the 1979 Hokan languages workshop, ed. byJames B. Redden 25-42. (Occasional Papers on Linguistics 7). Department of Linguistics, Southern IllinoisUniversity at Carbondale.",Inglés,USA,Si,pragmática discursiva,sintaxis,Langdon
581,Tolkapaya,,Hardy,Heather K.,,M,1982,,Pragmatics and the syntax of switch-reference in Tolkapaya,Journal of the Linguistic Association of the Southwest 5.1.85-99,Inglés,USA,No,pragmática discursiva,sintaxis,Langdon
582,Hualapai,,Howe,Mary,,M,1985,,Shifting deictic centers in the Hualapai deictic system,Studies in Native American Languages IV. Kansas Working Papers in Linguistics 10:25-37.,Inglés,USA,No,pragmática discursiva,n,Langdon
583,Yuma,,Miller,Amy,,M,1993,,Conjunctions and reference tracking in Yuma,"Report 8, Survey of California and Other Indian Languages 183-198 (Proceeding of the 1993 SSILA meeting and Hokan-Penutian Languages Workshop held at Ohio State Univ.).",Inglés,USA,No,pragmática discursiva,sintaxis,Langdon
584,Yuma,,Miller,Amy,,M,1994,ms,Demonstratives in Yuma discourse,"Paper read at the Hokan-Penutian Workshop, Eugene, OR.",Inglés,USA,No,pragmática discursiva,lexicosemántico,Langdon
585,Kiliwa,,Mixco,Mauricio J.,,H,1998,,"Topic-continuity and the Kiliwa particles ""wi?"" and ""win"""," In: Studies in American Indian languages: description and theory, edited by Leanne Hinton and Pamela Munro, pp. 49-56. University of California Publications in Linguistics 131. Berkeley.",Inglés,USA,No,pragmática discursiva,lexicosemántico,bajacalifology
586,Kumiay,,Acosta Fuentes,Raquel,,M,2020,,El marcador discursivo pas en un contexto de contacto: kumiai-español,"Lingüística Mexicana. Nueva Época, 2 (2020), núm. 1, 45-75. Análisis del Discurso y Sociolingüística: Bilingüismo. Lenguas Amerindias: Kumiai (K'miai) y Español.",Español,México,Si,pragmática discursiva,n,lingmex
587,Kiliwa,,Mixco,Mauricio J.,,H,nd,ms,Topic continuity and the Kiliwa particles wi' and win. [to appear],n,Inglés,USA,No,pragmática discursiva,sintaxis,Langdon
588,Diegueño,,Stenson,Nancy,,M,1970,,Negation in Diegueño,Linguistic Notes from La Jolla 4.17-28.,Inglés,USA,No,semantica,n,Langdon
589,Yumanas,,Munro,Pamela,,M,1973,,Reanalysis and elaboration in Yuman negatives,Linguistic Notes from La Jolla 5.56-62.,Inglés,USA,No,semantica,n,Langdon
590,Yumanas,,Slater,Carol,,M,1976,,"NOT, in Yuman, I say.","Proceedings of the First Yuman languages workshop, ed. by James E. Redden 71-77. (University Museum Studies 7). Carbondale: Southern Illinois University.",Inglés,USA,Si,semantica,n,Langdon
591,Kiliwa,,Mixco,Mauricio J.,,H,1977,,The determiner in Kiliwa,Proceedings of the 1976 Hokan-Yuman languages workshop 37-421. ed. By James E. Redden. (University Museum Studies 11). Carbondale: Southern Illinois University.,Inglés,USA,Si,semantica,n,Langdon
592,Yuma,,Slater,Carol,,M,1977,,The semantics of switch-reference in Kwtsaan,Berkeley Linguistic Society 3.24-36.,Inglés,USA,No,semantica,pragmática discursiva,Langdon
593,Walapai,,Redden,James E.,,H,1982,,Relative distance and relative specificity in Walapai demonstratives,"Proceedings of the 1981 Hokan languages workshop and Penutian languages conference, ed. by James E. Redden 11-14. (Occasional Papers on Linguistics 10). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,semantica,n,Langdon
594,Havasupai,,Kozlowski,Edwin,,H,1970,ms,Havasupai syntax,[Paper prepared for the First Conference on Hokan Languages.],Inglés,USA,No,sintaxis,n,Langdon
595,Diegueño,,Neufeld,Leonard,,H,1970,,Some syntactic rules in Baron Long Diegueño,Linguistic Notes from La Jolla 4.52-69. Nevers Carole,Inglés,USA,No,sintaxis,n,Langdon
596,Yavapai,,Kendall,Martha B.,,M,1972,,Selected problems in Yavapai syntax,Indiana University dissertation.,Inglés,USA,No,sintaxis,n,Langdon
597,Havasupai,,Kozlowski,Edwin,,H,1972,,Havasupai simple sentences,Indiana University dissertation,Inglés,USA,No,sintaxis,n,Langdon
598,Yumanas,,Langdon,Margaret,,M,1973,ms,The Proto-Yuman subject marker.,n,Inglés,USA,No,sintaxis,n,Langdon
599,Mojave,,Munro,Pamela,,M,1973,ms,The Mojave auxiliary: How the subject came up and on from there.,n,Inglés,USA,No,sintaxis,n,Langdon
600,Yavapai,,Kendall,Martha B.,,M,1974,,Relative clause formation and topicalization in Yavapai,International Journal of American Linguistics 40.89-101.,Inglés,USA,Si,sintaxis,pragmática discursiva,Langdon
601,Mojave,,Munro,Pamela,,M,1974,,Topics in Mojave Syntax.,n,Inglés,USA,No,sintaxis,n,Langdon
602,Walapai,,Yamamoto,Akira,,H,1974,,The syntax and semantics ofpossession-Walapai,Gengo Kenkyu 73.62-72.,Inglés,Japón,Si,sintaxis,semantica,Langdon
603,Yavapai,,Kendall,Martha B.,,M,1975,ms,The auxiliary /ʔi/ in Yavapai (Yavpe Dialect).,n,Inglés,USA,No,sintaxis,n,Langdon
604,Yavapai,,Kendall,Martha B.,,M,1975,,"The /-k/, /-m/ problem in Yavapai syntax",International Journal of American Linguistics 41.1-9.,Inglés,USA,Si,sintaxis,morfología,Langdon
605,Yuma,,Lamb,Terry,,H,1975,ms,Kwitsaan auxiliaries 'oonoo' and 'uuvaa'.,n,Inglés,USA,No,sintaxis,n,Langdon
606,Kiliwa,,Mixco,Mauricio J.,,H,1975,ms,The syntax of the Proto-Yuman indefinites,n,Inglés,USA,No,sintaxis,semantica,Langdon
607,Yuma,,Sundheim,Beth,,M,1975,ms,Kwitsaan Relative Clauses,n,Inglés,USA,No,sintaxis,n,Langdon
608,Diegueño,,Hinton,Leanne,Margaret Langdon,M,1976,,Object-subject pronominal prefixes in La Huerta Diegueño,"Hokan studies, ed. by Margaret Langdon andShirley Silver 113-128 (Janua Linguarum-Series Practica 181). The Hague: Mouton",Inglés,USA,No,sintaxis,morfología,Langdon
609,Pa ipai,,Joël,Judith,,M,1976,,Some notes on Paipai object order and object-marking.,"Proceedings of the first Yuman languages workshop, ed. by James E. Redden 142-148 (University Museum Studies 7). Carbondale: Southern IllinoisUniversity.",Inglés,USA,Si,sintaxis,n,Langdon
610,Yavapai,,Kendall,Martha B.,,M,1976,,Yavpe irrealis constructions,"Proceedings of the first Yuman languages workshop, ed. by James E. Redden98-118 (University Museum Studies 7). Carbondale: Southern Illinois University",Inglés,USA,Si,sintaxis,lexicosemántico,Langdon
611,Yavapai,,Kendall,Martha B.,,M,1976,,Selected problems in Yavapai syntax: The Verde Valley dialecL,"New York: Garland Publishing, Inc.",Inglés,USA,No,sintaxis,n,Langdon
612,Diegueño,,Langdon,Margaret,,M,1976,,Syntactic diversity in Diegueño dialects,"Proceedings of the first Yuman languages workshop, ed. By James E. Redden 1-9 (University Museum Studies 7). Carbondale: Southern Dlinois University.",Inglés,USA,No,sintaxis,n,Langdon
613,Diegueño,,Langdon,Margaret,Leanne Hinton,M,1976,,Object-subject pronominal prefixes in La Huena Diegueño.,"Hokan Studies: Papers from the first conference on Hokan languages, ed. by Margaret Langdon and Shirley Silver 113-128. (Janua Linguarum, Series Pratica181). The Hague-Paris: Mouton.",Inglés,USA,No,sintaxis,n,Langdon
614,Kiliwa,,Mixco,Mauricio J.,,H,1976,,Oblique and non-oblique surface case in Kiliwa syntax,"Proceedings of the first Yuman languages workshop 29-34, ed. by James E. Redden. (University Museum Studies 7). Carbondale: Southern Illinois University.",Inglés,USA,Si,sintaxis,n,Langdon
615,Mojave,,Munro,Pamela,,M,1976,,"Subject copying, auxiliarization, and predicate raising: The Mojave evidence",International Journal ofAmerican Linguistics 42.99-112.,Inglés,USA,Si,sintaxis,n,Langdon
616,Mojave,,Munro,Pamela,,M,1976,,Mojave medals.,"Proceedings of the first Yuman languages workshop 55-62, ed. by James E. Redden. (University Museum Studies 7). Carbondale: Southern Illinois University",Inglés,USA,Si,sintaxis,n,Langdon
617,Mojave,,Munro,Pamela,,M,1976,,Mojave Syntax.,"New York: Garland Publishing, Inc",Inglés,USA,No,sintaxis,n,Langdon
618,Pa ipai,,Norwood,Susan,,M,1976,ms,Case marking and word order in Paipai-a syntactic change in progress,n,Inglés,USA,No,sintaxis,n,Langdon
619,Pa ipai,,Norwood,Susan,,M,1976,ms,OVS sentences in Paipai,n,Inglés,USA,No,sintaxis,n,Langdon
620,Walapai,,Redden,James E.,,H,1976,,Walapai syntax: a preliminary statement,"Hokan Studies: Papers from the first conference on Hokan languages, ed. by Margaret Langdon and Shirley Silver 103-112 (Janua Linguarum-Series Practica 181 ). TheHague: Mouton.",Inglés,USA,No,sintaxis,n,Langdon
621,Walapai,,Redden,James E.,,H,1976,,Notes on Walapai syntax,"Proceedings of the first Yuman languages workshop 134-141, ed. by James E.Reddenl34-141 (University Museum Studies 7). Carbondale: Southern Illinois University.",Inglés,USA,Si,sintaxis,n,Langdon
622,Yuma,,Sundheim,Beth,,M,1976,,Internal and external heads in Kwtsaan relative clauses,"Proceedings of the first Yuman languages workshop, ed. by James E. Redden 88-92. (University Museum Studies 7). Carbondale: Southern Illinois University.",Inglés,USA,Si,sintaxis,n,Langdon
623,Tolkpaya,,Yamada,Jeni E.,,M,1976,ms,Some selected problems in Tolkpaya syntax/morphology,n,Inglés,USA,No,sintaxis,morfología,Langdon
624,Tolkapaya,,Kriendler,Jack,,H,1977,ms,The structure of relative clauses in Tolkapaya Yavapai.,n,Inglés,USA,No,sintaxis,n,Langdon
625,yumanas,,Langdon,Margaret,,M,1977,,The semantics and syntax of expressive 'say' constructions in Yuman.,Berkeley Linguistic Society 3.1-11.,Inglés,USA,Si,sintaxis,lexicosemántico,Langdon
626,Yumanas,,Langdon,Margaret,,M,1977,,Syntactic change and SOV structure-the Yuman case,"Mechanisms of Syntactic Change, ed. by Charles Li 255-290. Austin: University of Texas Press.",Inglés,USA,Si,sintaxis,n,Langdon
627,Mojave,,Munro,Pamela,,M,1977,,From existential to copula: The history of Yuman be.,"Mechanisms of syntactic change, ed. by Charles Li 455-490. Austin: University of Texas Press.",Inglés,USA,No,sintaxis,lexicosemántico,Langdon
628,Tolkpaya,,Yamada,Jeni E.,,M,1977,ms,A preliminary look at passives in Tolkapaya.,n,Inglés,USA,No,sintaxis,n,Langdon
629,Tolkpaya,,Yamada,Jeni E.,,M,1977,ms,Tolkapaya passives: a second preliminary look,n,Inglés,USA,No,sintaxis,n,Langdon
630,Yumanas,,Langdon,Margaret,,M,1978,,Auxiliary verb constructions in Yuman,Journal of California Anthropology Papers in Linguistics 93-126.,Inglés,USA,Si,sintaxis,n,Langdon
631,Hualapai,,Watahomigie,Lucille J.,"Lucille, Malinda Powskey, Akira Yamamoto",M,1978,,The structure of nominal modifiers,"Proceedings of the 1978 Hokan languages workshop, ed. by James E. Redden 11-18. (Occasional Papers on Linguistics 5). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,lexicosemántico,Langdon
632,Tolkapaya,,Hardy,Heather K.,,M,1979,,"Tolkapaya sintax: Aspect, modality and adverbial modification in a Yavapai dialect",UCLA dissertation,Inglés,USA,No,sintaxis,n,Langdon
633,Yumanas,,Langdon,Margaret,Pamela Munro,M,1979,,Subject and (switch-) reference in Yuman,Folia Linguistica 13.321-344.,Inglés,USA,No,sintaxis,pragmática discursiva,Langdon
634,Cochimi,,Mixco,Mauricio J.,,H,1979,,The evolution of certain aspectuals in Cochimi,Proceedings of the fifth annual meeting of the Berkeley Linguistic Society 484- 489.,Inglés,USA,No,sintaxis,n,Langdon
635,Mojave,,Munro,Pamela,,M,1979,,Reduplication in Mojave and Yuman,"Proceedings of the 1978 Hokan languages workshop, ed. by James E. Redden 42-55. (Occasional Papers on Linguisitcs 5). Department of Linguistics, Soutthem Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,n,Langdon
636,Diegueño,,Norwood,Susan,,M,1979,ms,Tipai Auxiliary Verbs,n,Inglés,USA,No,sintaxis,n,Langdon
637,Walapai,,Redden,James E.,,H,1979,,Notes on Walapai syntax II,"Proceedings of the 1977 Hokan-Yuman languages workshop, ed. by James E. Redden 1-3. (Occasional Paper on Linguistics 2). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,n,Langdon
638,Tolkapaya,,Hardy,Heather K.,Lynn M. Gordon,M,1980,,Types of adverbial and modal constructions in Tolkapaya,International Journal of American Lingusitics 46.183-196,Inglés,USA,Si,sintaxis,n,Langdon
639,Mojave,,Munro,Pamela,,M,1980,,Types of agreement in Mojave.,"Proceedings of the 1979 Hokan languages workshop, ed. by James E. Redden 1-14. (Occasional Papers on Linguistics 7). Department of Linguistics, Southern Illinois University Carbondale.",Inglés,USA,Si,sintaxis,n,Langdon
640,Mojave,,Munro,Pamela,,M,1980,,On the syntactic status of switch-reference clauses: The special case of Mojave comitatives,"Studies of Switch Reference, ed. by Pamela Munro 145-159. UC Los Angeles.",Inglés,USA,No,sintaxis,n,Langdon
641,Diegueño,,Norwood,Susan,,M,1980,,Tipai statives with positionals,Journal of California and Great Basin Anthropology-Papers in Linguistics 2.41-52,Inglés,USA,No,sintaxis,lexicosemántico,Langdon
642,Maricopa,,Hamm,Vance,,M,1981,ms,Aspects of subject marking in nominalizations [in Maricopa],n,Inglés,USA,No,sintaxis,n,Langdon
643,Tolkapaya,,Hardy,Heather K.,,M,1981,ms,"Subject copying, predicate raising, and auxiliarization in Tolkapaya","Presented to the conference on the Syntax of Native American Languages, Calgary, Canada",Inglés,Canada,No,sintaxis,n,Langdon
644,Tolkapaya,,Hardy,Heather K.,,M,1981,,Behavioral verb constructions in Tolkapaya,Native languages of the Americas: Prospects for the '80's ed. By Amy Zaharlick 108-122 (Journal of the Lingusitic Association of the Southwest 4.2). San Antonio: LASSO,Inglés,USA,No,sintaxis,lexicosemántico,Langdon
645,Yumanas,,Munro,Pamela,,M,1981,,Two notes on Yuman 'say'.,"Proceedings of the 1980 Hokan languages workshop, ed. by James E. Redden 70-77. (Occasional Papers on Linguistics 9). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,lexicosemántico,Langdon
646,Yumanas,,Norwood,Susan,,M,1981,,Progressives in Yuman and Romance,UC San Diego dissertation,Inglés,USA,No,sintaxis,lexicosemántico,Langdon
647,Walapai,,Redden,James E.,,H,1981,,Notes on Walapai syntax III,"Proceedings of the 1980 Hokan languages workshop, ed. by James E. Redden 96-99. (Occasional Papers on Linguistics 9). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,n,Langdon
648,Tolkapaya,,Hardy,Heather K.,,M,1983,,The use of auxiliaries as a cohesive device in Tolkapaya,"Proceedings of the 1982 conference on Far Western American Indian languages ed. By James E. Redden 15-23 (Occasional Papers on Linguistics 11). Department of Linguistics, Souther Illinois University Carbondale",Inglés,USA,Si,sintaxis,n,Langdon
649,Kiliwa,,Mixco,Mauricio J.,,H,1983,,The aspectual auxiliaries in Kiliwa narrative,"Proceedings of the 1983 Mid-America Linguistics Conference, Boulder, CO.",Inglés,USA,Si,sintaxis,n,Langdon
650,Hualapai,,Redden,James E.,,H,1983,,Hualapai predicate nominatives,"Proceedings of the 1982 conference on far Western American Indian languages, ed. by James E. Redden. 12-15 (Occasional Papers on Linguistics 11). Department of Linguistics,Southern Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,n,Langdon
651,Yumanas,,Langdon,Margaret,,M,1985,,"Yuman ""and"".",International Journal of American Linguistics !il.491-494.,Inglés,USA,Si,sintaxis,pragmática discursiva,Langdon
652,Kiliwa,,Mixco,Mauricio J.,,H,1985,,The Kiliwa resumptive aspect and non-distinctive arguments,International Journal of American Linguistics 51 :308-310.,Inglés,USA,Si,sintaxis,n,Langdon
653,Hualapai,,Redden,James E.,,H,1986,,"More on the Hualapai auxiliaries /-yu/, be, and /-wi/, do","Papers from the 1983, 1984, and 1985 Hokan Penutian Languages Conferences, edited by James E. Redden 70-74. (Occasional Papers on Linguistics 13). Carbondale: Southern Illinois University.",Inglés,USA,Si,sintaxis,n,Langdon
654,Hualapai,,Redden,James E.,,H,1986,,The Hualapai verb /è/,"Papers from the 1983, 1984, and 1985 Hokan-Penutian languages conferences, ed.by James E. Redden 101-104. (Occasional Papers on Linguistics 13). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,n,Langdon
655,Diegueño,,Miller,Amy,,M,1988,ms,Auxiliaries and morphologization in a Diegueño dialect.,n,Inglés,USA,No,sintaxis,morfología,Langdon
656,Diegueño,,Miller,Amy,,M,1988,,Causative constructions in Jamul Diegueño,"Papers from the 1988 Hokan-Penutian Languages Workshop, compiled by Scott DeLancey 169-180. (University of Oregon Papers in Linguistics. Publications of the Center for Amerindian Linguistics and Ethnography 1 ).",Inglés,USA,Si,sintaxis,n,Langdon
657,Hualapai,,Redden,James E.,,H,1988,,Hualapai clause and word structure with /nyi-/,"Papers from the 1987 Hokan-Penutian Languages Workshop and Friends of Uto-Aztecan Workshop, ed. by James E. Redden 46-49 (Occasional Papers onLinguistics 14). Department of Linguistics, Southern lliinois University.",Inglés,USA,Si,sintaxis,morfología,Langdon
658,Diegueño,,Miller,Amy,,M,1989,,Notes on different-subject marking in Jamul Diegueño,"Papers from the 1989 Hokan-Penutian Languages Workshop, compiled by Scott DeLancey 62-68 (Universityof Oregon Papers in Linguistics 2).",Inglés,USA,Si,sintaxis,n,Langdon
659,Yumanas,,Katz,Joshua T.,,H,1990,,Noun incorporation in the Yuman languages: the relationship between wa- and ya-.,"Proceedings of theJ 990 Hokan-Penutian languages workshop, ed. by James R. Redden 163-177 (Occasional Papers on Linguistics 15). Department of Linguistics, Southern Illinois University at Carbondale.",Inglés,USA,Si,sintaxis,morfología,Langdon
660,Diegueño,,Kellogg,Kim,,M,1990,,The use of auxiliary verbs in Jamul Diegueño.,"Proceedings of the Hokan-Penutian Languages Workshop,ed. by James E. Redden 32-42 (Occasional Papers on Linguistics 15). Department of Linguistics, SouthernIllinois University at Carbondale.",Inglés,USA,Si,sintaxis,n,Langdon
661,Walapai,,Redden,James E.,,H,1990,,Serial vs. consecutive verbs in Walapai.,"When verbs collide, ed. by B. Joseph and A. Zwicky 240-246(Papers from the 1990 Ohio State Mini-Conference on Serial Verbs).",Inglés,USA,No,sintaxis,lexicosemántico,Langdon
662,Hualapai,,Ichihashi,Kumiko,,M,1991,,Transitivity Indicators -yu and -wi in Hualapai.,"Kansas Working Papers in Linguistics 16, Part ll: Studies in Native American Languages, 111-128.",Inglés,USA,No,sintaxis,morfología,Langdon
663,Diegueño,,Kellogg,Kim,,M,1991,,Regarding the meaning and function of the auxiliary verb paa in Jamul Diegueiio.,"Papers from the American Indian Languages Conferences at UC Santa Cruz, ed. by James E. Redden 92-96 (Occasional Papers onLinguistics 16). Department of Linguistics, Southern Illinois University at Carbondale",Inglés,USA,Si,sintaxis,n,Langdon
664,yumanas,,Langdon,Margaret,,M,1991,,Yuman predicate nominals revisited.,"A festschrift for William F. Shipley, edited by Sandra Chung and Jorge Hankamer 159-181. Santa Cruz, CA: Syntax Research Center.",Inglés,USA,No,sintaxis,n,Langdon
665,Diegueño,,Miller,Amy,,M,1991,,The Jamul Diegueño predicate nominal construction,Linguistic Notes from La Jolla 16:71-88.,Inglés,USA,No,sintaxis,n,Langdon
666,Kiliwa,,Mixco,Mauricio J.,,H,1991,,A special response to the 'pet' phenomenon: Gender agreement in Kiliwa periphrastic possessives,"A Festschrift for William F. Shipley, ed. by Sandra Chung and Jorge Hankamer 183-195. Syntax Research Center. UC Santa Cruz.",Inglés,USA,No,sintaxis,lexicosemántico,Langdon
667,Hualapai,,Ichihashi,Kumiko,,M,1994,,"The ""applicative"" in Hualapai","Languages of the North Pacific Rim, ed. by Osahito Miyaoka (Hokkaido University Publications in Linguistics 7.273-282). Sapporo, Japan: Dept, of Linguistics. Faculty of Letters.Hokkaido University.",Inglés,Japón,No,sintaxis,n,Langdon
668,Diegueño,Cocopa,Basilico,David,,H,1996,,Head position and internally headed relative clauses, Language 72:498-532. (Diegueño and Cocopa linguistic data.),Inglés,USA,No,sintaxis,n,bajacalifology
669,Maricopa,,Harwell,Henry O,,H,nd,ms,Notes on the 'i- auxiliary in Maricopa,n,Inglés,USA,No,sintaxis,morfología,Langdon
670,Kiliwa,,Mixco,Mauricio J.,,H,nd,ms,"Something old, something new, or how Kiliwa got its but",n,Inglés,USA,No,sintaxis,semantica,Langdon
671,Yumanas,,Munro,Pamela,,M,nd,ms,Dissecting the Yuman auxiliaries,n,Inglés,USA,No,sintaxis,n,Langdon
672,Walapai,,Redden,James E.,,H,nd,ms,Walapai agent nouns,n,Inglés,USA,No,sintaxis,n,Langdon
